,price,date,bathrooms,bedrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,yr_renovated,location
457,655000,12/1/14,2,3,1632,1092,2,Good,Above Average,1910,2014,DC
458,1400000,4/29/15,2.5,4,1938,1584,2,Very Good,Above Average,1900,2008,DC
459,849500,2/9/15,2,2,1220,807,2,Good,Above Average,1870,2002,DC
461,588500,4/23/15,1,2,990,934,2,Good,Average,1830,2001,DC
462,735000,10/17/14,2,5,1704,2102,2,Average,Good Quality,1900,0,DC
463,1205000,8/6/14,3.5,4,1986,1648,2,Very Good,Average,1890,2014,DC
464,900000,8/12/14,3.5,3,1692,783,3,Excellent,Very Good,2009,0,DC
465,1150000,3/18/15,3.5,4,1826,1455,2,Good,Above Average,1900,2016,DC
466,799000,9/3/14,3.5,3,1338,900,2,Very Good,Above Average,1890,2014,DC
469,775000,9/19/14,3.5,4,1968,992,3,Good,Above Average,1966,2014,DC
470,720000,6/6/14,3,4,1640,1240,2,Average,Above Average,1965,2008,DC
471,899000,4/2/15,3.5,4,1780,1734,2,Very Good,Good Quality,1909,2014,DC
473,1089000,1/27/15,2.5,3,1736,1440,2,Good,Good Quality,1913,2010,DC
475,550000,11/19/14,2,3,1296,1182,2,Average,Average,1917,2008,DC
478,580000,8/21/14,2,3,1552,1800,2,Good,Average,1924,0,DC
480,758700,5/2/14,1.5,3,1416,1370,2,Average,Above Average,1890,1967,DC
482,549500,8/11/14,1,2,929,593,2,Good,Average,1900,2004,DC
484,1330000,1/21/15,2,4,2936,2097,2,Average,Good Quality,1885,2004,DC
486,1126752,8/5/14,4,4,2061,1151,3,Good,Very Good,1900,2006,DC
487,1118358,8/4/14,4,4,1989,1059,3,Good,Good Quality,1883,2009,DC
489,690000,6/27/14,3.5,3,1350,1001,2.5,Very Good,Average,1913,2014,DC
491,510000,10/8/14,2,2,1156,877,2,Good,Average,1890,2015,DC
492,560000,10/27/14,2,2,1156,973,2,Average,Average,1890,0,DC
493,850000,7/21/14,2.5,2,1312,1161,2,Good,Above Average,1966,2007,DC
494,587400,2/12/15,2,3,1368,987,2,Average,Above Average,1923,2004,DC
495,775000,11/3/14,3.5,3,1332,987,2,Very Good,Above Average,1923,2014,DC
496,926000,7/21/14,2.5,3,1660,1080,2,Good,Good Quality,1900,2002,DC
497,638500,7/3/14,2.5,2,1218,1220,2,Good,Above Average,1890,2010,DC
498,889500,12/15/14,3.5,4,1450,1786,2,Very Good,Above Average,1913,2014,DC
499,839000,3/11/15,2.5,3,1204,1489,2,Good,Above Average,1969,2007,DC
501,755000,6/3/14,3,3,1146,880,2,Very Good,Good Quality,1890,2012,DC
502,743500,12/30/14,2,3,1326,1308,2,Good,Good Quality,1907,2015,DC
504,1650000,4/1/15,4.5,5,2864,1600,3,Very Good,Good Quality,1900,2014,DC
505,1075000,9/26/14,3,4,1628,1433,2,Good,Good Quality,1900,2014,DC
507,864000,5/27/14,2.5,2,1156,1651,2,Good,Above Average,1900,2006,DC
509,871000,5/8/15,4,4,2196,1479,2,Good,Above Average,1908,1998,DC
511,1241500,5/8/15,4.5,5,2172,791,3,Good,Good Quality,1900,2001,DC
512,2450000,7/31/14,5.5,6,3803,2114,3,Excellent,Superior,2007,0,DC
513,1375000,2/6/15,3.5,3,2353,1480,3,Very Good,Average,1962,2014,DC
514,1350000,2/24/15,3.5,5,1628,1514,2,Very Good,Above Average,1890,2015,DC
515,738000,5/15/15,1.5,2,1434,1513,2,Good,Good Quality,1912,2000,DC
516,795000,10/3/14,2,3,1334,2300,2,Good,Above Average,1910,2001,DC
517,835000,2/4/15,2.5,4,1556,1280,2,Good,Good Quality,1900,2011,DC
518,650000,7/15/14,1.5,3,1368,1121,2,Good,Above Average,1900,2014,DC
519,837000,8/5/14,2,2,1182,774,2,Very Good,Above Average,1908,2009,DC
521,715000,5/28/14,1,3,1440,1402,2,Good,Average,1900,2009,DC
522,700000,5/22/14,2,3,960,1087,2,Very Good,Average,1923,2010,DC
523,556007,7/8/14,2,3,960,1091,2,Good,Average,1924,2010,DC
524,607850,11/24/14,2.5,4,900,1035,2,Very Good,Average,1924,2014,DC
526,900000,10/3/14,3.5,3,1436,1734,2,Very Good,Average,1924,2011,DC
527,547900,6/26/14,2,3,1360,1481,2,Good,Average,1900,2006,DC
529,875000,5/7/15,3,9,2884,1465,3,Good,Good Quality,1914,2008,DC
530,1075000,5/11/15,4.5,4,1896,899,3,Very Good,Very Good,2009,0,DC
531,1299500,5/7/14,2.5,3,2395,2061,2,Very Good,Average,1908,2014,DC
532,850000,7/9/14,2.5,3,1280,1300,2,Good,Above Average,1912,2004,DC
533,852000,6/10/14,2.5,3,1316,980,2,Very Good,Good Quality,1890,2010,DC
534,3000000,11/13/14,5,6,3360,1880,3,Excellent,Very Good,2014,0,DC
535,1410000,5/27/14,5,4,2653,1337,3,Average,Very Good,1900,2012,DC
536,1000000,1/13/15,4,3,2206,1616,3,Average,Very Good,1900,1965,DC
537,1100000,5/21/14,2.5,2,1702,1461,2,Very Good,Good Quality,1900,2010,DC
538,849900,9/24/14,2.5,4,1498,1224,2,Good,Good Quality,1900,2007,DC
539,780000,5/12/14,1.5,2,1368,1068,2,Good,Average,1850,2006,DC
540,858500,8/6/14,2,3,1696,1296,2,Good,Good Quality,1900,2002,DC
542,949000,4/3/15,2.5,4,2269,1020,3,Good,Good Quality,1900,2005,DC
543,900000,7/21/14,3.5,3,2263,1020,3,Good,Good Quality,1900,2008,DC
544,841000,4/24/15,2.5,3,1914,1330,2,Good,Good Quality,1900,2000,DC
545,975000,7/2/14,2,3,1820,2375,2,Good,Good Quality,1900,1994,DC
546,1550000,5/4/15,2.5,3,2022,2374,2,Very Good,Good Quality,1900,2014,DC
549,1200000,5/29/15,3.5,4,1939,1746,2,Good,Good Quality,1900,2014,DC
550,575000,10/29/14,1,2,936,533,2,Good,Average,1908,2006,DC
551,702500,4/10/15,3.5,3,900,1035,2,Very Good,Average,1924,2015,DC
552,2300000,9/2/14,6,5,3562,2910,2,Very Good,Average,1890,2014,DC
554,824000,12/29/14,3.5,5,1676,735,2,Very Good,Good Quality,1910,2014,DC
557,1000000,11/5/14,4,4,2898,1003,4,Good,Very Good,1900,2015,DC
558,631500,5/7/15,2,2,1447,1736,2,Good,Average,1900,2002,DC
560,637500,12/3/14,3.5,3,1314,533,2,Good,Good Quality,1910,2006,DC
561,935000,7/1/14,2,3,1902,1800,2,Good,Good Quality,1920,2000,DC
563,1625000,12/17/14,5.5,4,2640,783,3,Very Good,Excellent,1900,2008,DC
568,1265000,6/9/14,5.5,6,1971,1671,2,Good,Above Average,1913,2008,DC
569,455000,10/10/14,1,2,624,497,2,Average,Average,1908,1960,DC
571,740000,5/27/15,1.5,2,1344,634,3,Good,Average,1900,2015,DC
572,940100,5/8/15,3.5,5,1582,1020,2,Very Good,Good Quality,1900,2015,DC
573,820000,12/2/14,2.5,3,1578,1020,2,Good,Good Quality,1900,2006,DC
575,850000,9/23/14,2,3,1896,2482,2,Good,Above Average,1923,2011,DC
576,901000,1/22/15,2.5,3,1656,1964,2,Good,Above Average,1911,0,DC
577,980000,5/12/15,2.5,3,1192,1415,2,Good,Above Average,1908,2003,DC
578,593000,7/30/14,2.5,3,1410,857,3,Good,Above Average,1914,2009,DC
579,990000,9/30/14,3.5,3,1304,846,2,Very Good,Good Quality,1900,2014,DC
581,825000,10/28/14,3.5,3,1438,1504,2,Good,Good Quality,1900,2014,DC
582,680550,12/10/14,2.5,3,1284,1040,2,Average,Good Quality,1889,2014,DC
583,725000,7/29/14,2.5,2,1365,917,2,Good,Good Quality,1900,2007,DC
584,1385000,3/18/15,3.5,4,2438,1632,3,Very Good,Good Quality,1911,2015,DC
585,1250000,7/14/14,4.5,5,3639,1813,3,Good,Good Quality,1911,0,DC
586,575000,8/22/14,3.5,4,1254,2204,2,Average,Average,1989,0,DC
587,1150000,11/4/14,3.5,4,1680,1165,2,Very Good,Good Quality,1908,2014,DC
588,68004,7/9/14,1.5,3,1762,1165,2,Average,Good Quality,1900,1995,DC
590,580000,7/1/14,1.5,3,1560,1392,2,Average,Above Average,1917,2015,DC
591,650000,1/23/15,2,4,1428,2200,2,Average,Above Average,1909,0,DC
592,808000,9/30/14,2,2,1100,1800,2,Good,Average,1908,2000,DC
593,761500,8/28/14,2.5,3,1440,1120,2,Good,Good Quality,1900,2007,DC
594,935500,5/29/15,2,3,1318,1357,2,Good,Above Average,1900,2011,DC
595,730000,7/11/14,2,2,1396,1478,2,Good,Average,1848,2004,DC
596,870000,8/28/14,2.5,3,2154,1956,2,Good,Average,1890,2006,DC
599,958000,7/3/14,2,4,1774,1757,2,Good,Good Quality,1908,2015,DC
600,1607000,3/18/15,3.5,5,2586,2088,3,Very Good,Good Quality,2002,2011,DC
602,1604000,10/20/14,3.5,6,2691,1805,3,Very Good,Good Quality,2002,0,DC
603,915000,6/3/14,3.5,5,1748,1592,2,Good,Good Quality,1900,2014,DC
604,650000,4/20/15,1.5,2,684,677,2,Very Good,Above Average,1900,2008,DC
605,582500,12/19/14,1.5,2,892,698,2,Average,Above Average,1900,2011,DC
606,649900,5/9/14,1.5,2,893,630,2,Very Good,Above Average,1900,2014,DC
608,1437000,5/6/15,3.5,4,2394,2202,2,Very Good,Above Average,1900,2011,DC
609,40540,4/23/15,2.5,3,1350,1236,2,Good,Above Average,1983,0,DC
610,1050000,7/31/14,2,4,1895,1766,2,Good,Above Average,1911,2011,DC
611,918000,4/2/15,2,2,1722,1291,2,Good,Above Average,1900,2015,DC
612,712500,5/15/15,3,3,1980,1321,3,Average,Above Average,1956,0,DC
613,705000,8/29/14,1.5,2,1377,1415,2,Good,Average,1895,2002,DC
617,980000,4/27/15,2.5,4,1668,1885,2,Very Good,Good Quality,1907,2013,DC
618,810000,3/6/15,1,3,1546,1856,2,Good,Good Quality,1907,2010,DC
620,700000,10/29/14,2.5,3,1490,1253,2,Good,Good Quality,1920,2013,DC
621,935000,7/10/14,2,3,1440,867,2,Good,Above Average,1900,2011,DC
622,630000,7/7/14,2,3,1484,2000,2,Average,Above Average,1911,1991,DC
623,1175000,3/16/15,3.5,4,1682,1407,2,Good,Good Quality,1900,2007,DC
624,985150,7/31/14,2.5,3,1548,1800,2,Very Good,Above Average,1916,2007,DC
625,915000,5/7/15,2.5,3,1466,1409,2,Good,Above Average,1925,1995,DC
626,795000,6/6/14,2.5,3,1488,1576,2,Good,Average,1890,2007,DC
627,850000,7/30/14,2.5,3,1300,1310,2,Good,Above Average,1908,0,DC
628,925000,12/3/14,1.5,3,1344,1463,2,Good,Average,1908,2012,DC
630,1160000,12/19/14,3,4,1586,1769,2,Good,Good Quality,1908,2008,DC
631,925000,5/8/15,2.5,4,1980,1639,2.5,Good,Average,1900,2015,DC
632,800000,6/30/14,2.5,3,1628,1776,2.5,Average,Average,1900,2006,DC
633,700000,2/19/15,1.5,2,1102,1316,2,Good,Average,1900,2004,DC
635,930000,9/3/14,3.5,4,1800,1104,3,Very Good,Above Average,1910,2012,DC
636,627500,7/3/14,2.5,4,1140,1104,2,Very Good,Average,1910,2014,DC
638,644500,11/12/14,2.5,3,1482,1055,2,Good,Good Quality,1911,2003,DC
639,743365,9/15/14,2.5,3,1420,1752,2,Good,Above Average,1909,2005,DC
640,803205,6/10/14,2.5,3,1806,1575,2,Good,Above Average,1914,2000,DC
641,941500,7/9/14,3,4,1752,1611,3,Good,Good Quality,1892,1974,DC
642,950000,4/8/15,4.5,4,2911,1700,3,Good,Good Quality,1867,2016,DC
643,1250000,2/24/15,3.5,4,1770,1700,2,Very Good,Above Average,1900,2015,DC
645,1225000,11/28/14,4.5,4,2595,1877,3,Average,Very Good,1907,2014,DC
647,1195000,5/9/14,2.5,3,2100,2241,2,Good,Above Average,1900,2006,DC
648,999999,12/2/14,3.5,4,1802,1785,2,Very Good,Good Quality,1908,2014,DC
649,640000,10/23/14,3,5,1870,1951,2,Average,Above Average,1914,0,DC
651,603000,7/29/14,1.5,3,1132,1400,2,Good,Average,1922,2007,DC
653,559000,3/24/15,1.5,3,1256,1638,2,Average,Above Average,1931,2011,DC
654,900215,6/5/14,3.5,4,1644,1872,2,Good,Above Average,1900,1977,DC
655,980219,6/17/14,3,3,1628,1872,2,Good,Above Average,1903,2008,DC
656,1025000,3/20/15,2.5,3,2312,1703,3,Good,Very Good,1892,2005,DC
660,806000,5/27/15,2.5,3,1178,740,2,Good,Good Quality,1900,2010,DC
661,695000,4/21/15,1.5,3,1620,1360,2,Good,Good Quality,1900,2014,DC
662,825000,6/24/14,2.5,2,1134,947,2,Good,Good Quality,1908,2000,DC
663,779000,6/27/14,1.5,2,1572,895,3,Good,Above Average,1980,2006,DC
665,670000,1/22/15,2.5,2,1284,1400,2,Good,Average,1913,1988,DC
666,685000,11/4/14,2.5,2,1472,1356,2,Good,Average,1913,1996,DC
667,564000,6/30/14,1.5,2,1008,823,2,Good,Average,1870,2004,DC
669,890000,9/8/14,2.5,3,1800,958,3,Good,Above Average,1965,2010,DC
671,570000,5/2/14,2,2,1232,864,1,Good,Average,1911,1880,DC
672,690000,10/23/14,1.5,3,1196,1400,2,Good,Average,1911,2009,DC
675,1300000,11/17/14,3.5,8,2950,2000,3,Average,Very Good,1900,2005,DC
676,925000,8/4/14,2,3,1546,1238,2,Good,Above Average,1900,2005,DC
677,875000,5/14/15,1.5,3,1610,1238,2,Good,Above Average,1900,2003,DC
678,945000,1/14/15,3.5,3,1720,1600,2,Good,Good Quality,1929,2010,DC
679,875000,11/6/14,2.5,3,1646,1650,2,Good,Good Quality,1915,2000,DC
680,770000,5/28/15,1.5,3,1658,1650,2,Good,Good Quality,1915,2015,DC
681,710000,7/25/14,2,2,1465,805,2,Good,Average,1900,2014,DC
682,895000,8/4/14,2.5,3,1880,1865,2,Good,Above Average,1917,2004,DC
684,1250000,7/10/14,3.5,5,2168,2148,2,Very Good,Good Quality,2001,2007,DC
685,867500,7/2/14,1.5,3,1592,1238,2,Good,Above Average,1900,2012,DC
687,1400000,1/12/15,3.5,5,2248,1477,3,Good,Good Quality,1908,2011,DC
688,1300000,4/2/15,3.5,4,2248,1477,3,Good,Good Quality,1908,2016,DC
689,925000,5/13/15,2.5,2,1198,570,2,Very Good,Good Quality,1908,2014,DC
690,692000,5/16/14,1.5,2,988,1261,2,Good,Average,1900,2000,DC
693,1375000,3/24/15,4,2,2304,3527,2,Good,Good Quality,1988,2005,DC
696,889500,5/12/14,3.5,3,1116,1800,2,Good,Above Average,1915,2008,DC
697,1699000,12/8/14,5.5,5,3136,1800,3,Very Good,Very Good,1946,0,DC
699,780000,1/15/15,1.5,3,1731,825,2,Good,Average,1914,2008,DC
700,380000,5/19/14,1,2,576,660,2,Average,Average,1910,2011,DC
702,675000,12/8/14,1.5,3,1692,1234,2,Average,Good Quality,1900,1980,DC
703,399900,5/27/15,1,3,1200,2332,2,Average,Average,1910,1970,DC
704,775000,7/31/14,3.5,4,1516,951,2,Very Good,Average,1910,2014,DC
705,840000,12/31/14,4.5,5,2772,1732,3,Good,Good Quality,2008,0,DC
707,635000,8/11/14,2,2,1020,851,2,Good,Average,1900,2009,DC
709,435000,9/5/14,1,2,874,797,2,Average,Above Average,1900,1982,DC
710,825000,11/20/14,3,4,2166,1398,2,Good,Good Quality,1923,0,DC
711,739000,5/7/14,1.5,2,1448,1243,2,Good,Good Quality,1905,2008,DC
712,1950000,4/27/15,4.5,5,3128,2115,3,Very Good,Good Quality,1910,2015,DC
713,1625000,6/18/14,3.5,6,2732,2115,3,Very Good,Good Quality,1900,2004,DC
714,915000,6/3/14,3,3,1740,991,2,Good,Good Quality,1914,2006,DC
715,747000,10/31/14,2.5,4,1424,993,2,Good,Good Quality,1912,0,DC
720,819000,5/29/15,1.5,3,1320,806,2,Good,Good Quality,1900,2005,DC
723,845000,7/25/14,2.5,3,1872,1558,2,Good,Above Average,1900,1995,DC
724,1465000,10/7/14,3.5,4,2084,1692,2,Very Good,Good Quality,1900,2014,DC
726,1100000,5/14/15,3.5,4,1564,1216,2,Very Good,Average,1910,2015,DC
727,770000,10/31/14,1.5,3,1178,1209,2,Good,Good Quality,1920,1995,DC
729,730000,2/3/15,2,3,1404,1209,2,Average,Good Quality,1920,2007,DC
731,830000,7/17/14,2.5,3,1690,2109,2,Good,Above Average,1924,1994,DC
732,689000,8/20/14,2,3,1050,609,2,Good,Good Quality,1900,1978,DC
735,613700,12/3/14,1,3,1200,2332,2,Average,Average,1900,1994,DC
737,708300,12/2/14,2.5,3,1408,1356,2,Good,Average,1918,2004,DC
739,785000,11/4/14,2.5,2,1374,975,2,Good,Above Average,1900,2009,DC
741,907000,5/2/14,3.5,4,1540,1468,2,Good,Good Quality,1905,2007,DC
742,1000000,1/30/15,2.5,4,1728,1280,2,Good,Good Quality,1913,2006,DC
744,760000,1/21/15,2.5,4,1968,2142,2,Good,Above Average,1900,2004,DC
745,825000,4/14/15,5,5,2544,1273,4,Good,Average,2009,0,DC
746,815000,1/27/15,4.5,5,2544,1273,4,Good,Average,2009,2015,DC
747,690500,10/2/14,2.5,3,1368,1565,2,Good,Average,1900,2011,DC
748,825000,12/12/14,2.5,3,1436,1900,2,Very Good,Average,1900,2012,DC
749,685000,12/24/14,3.5,3,1774,1348,2,Good,Above Average,1900,2003,DC
751,910000,11/13/14,3.5,3,1484,1160,2,Good,Good Quality,1908,2010,DC
752,551500,11/18/14,2,4,2320,1046,2,Average,Good Quality,1905,0,DC
753,787000,3/18/15,3.5,4,1608,1694,2,Good,Good Quality,1905,2005,DC
754,662000,4/24/15,3.5,4,1686,1694,2,Very Good,Good Quality,1900,2015,DC
755,880000,3/19/15,3.5,3,1494,1242,2,Very Good,Above Average,1908,2015,DC
756,899999,3/12/15,3.5,4,1742,1242,2,Very Good,Above Average,1908,2015,DC
758,926000,6/24/14,2.5,4,1658,1539,2,Good,Good Quality,1900,2004,DC
760,875000,9/8/14,2,2,2438,1503,2,Good,Good Quality,1900,0,DC
761,1085000,9/19/14,2.5,3,1646,1134,2,Very Good,Above Average,1908,2014,DC
762,1100000,10/2/14,3.5,4,1564,960,2,Good,Good Quality,1908,2012,DC
764,987500,11/12/14,2.5,3,2044,1627,3,Good,Above Average,1966,2010,DC
765,1061500,11/18/14,2.5,4,2244,1627,3,Good,Above Average,1966,2004,DC
766,1000000,5/7/15,2.5,4,2244,1627,3,Average,Above Average,1966,2000,DC
767,1010000,6/6/14,3,5,2240,1797,2,Good,Good Quality,1923,2015,DC
768,1140000,9/2/14,3.5,4,1440,1312,2,Very Good,Above Average,1923,2014,DC
773,805100,5/7/15,3.5,3,1280,1274,2,Very Good,Above Average,1910,2010,DC
774,385000,3/24/15,1.5,3,912,825,2,Average,Average,1900,2011,DC
775,498000,10/23/14,1.5,2,1202,825,2,Good,Average,1907,2004,DC
778,799000,5/2/14,3.5,3,1314,1521,2,Good,Average,1905,0,DC
779,726000,8/22/14,3.5,4,1518,1377,2,Good,Good Quality,1900,2014,DC
780,895120,6/10/14,1.5,3,1536,1275,2,Good,Good Quality,1900,2009,DC
781,650000,1/16/15,2,3,1254,1140,2,Good,Above Average,1913,2004,DC
782,779000,6/9/14,3.5,3,1358,1140,2,Very Good,Above Average,1913,2013,DC
784,455000,12/19/14,1,2,792,823,2,Good,Average,1913,2004,DC
785,240000,2/5/15,1,3,1050,636,2,Average,Average,1914,0,DC
786,419000,3/12/15,1,2,780,652,2,Average,Average,1914,0,DC
788,711000,6/24/14,2.5,2,1068,1425,2,Good,Average,1900,2009,DC
789,690000,7/2/14,1.5,2,1298,1089,2,Good,Average,1910,1998,DC
790,695000,8/21/14,1,3,1454,1106,2,Good,Average,1906,1998,DC
791,1175000,9/9/14,3.5,4,1692,1394,2,Very Good,Good Quality,1911,2014,DC
792,618000,5/7/14,1,2,1258,545,2,Good,Good Quality,1905,2014,DC
794,560000,6/30/14,1,2,1040,1259,2,Good,Average,1911,1997,DC
795,1085000,6/30/14,2.5,3,2102,1145,3,Good,Very Good,1912,2004,DC
796,717500,3/27/15,2.5,4,1180,765,2,Average,Good Quality,1910,1974,DC
797,600000,11/18/14,2,3,1080,1203,2,Good,Above Average,1914,2006,DC
799,870000,5/5/15,3.5,4,1404,1238,2,Very Good,Above Average,1916,2015,DC
800,695000,7/25/14,3.5,3,1430,1150,2,Good,Good Quality,1900,2009,DC
802,624000,5/20/15,2.5,3,1232,1120,2,Good,Above Average,1905,2005,DC
803,644000,5/7/14,2,2,1408,797,2,Very Good,Average,1909,2007,DC
805,660000,1/8/15,2,2,1440,1642,2,Average,Average,1930,2014,DC
806,925000,7/11/14,2.5,4,1740,1015,3,Very Good,Above Average,1927,2014,DC
807,926000,2/5/15,3.5,3,1406,1048,2,Very Good,Good Quality,1906,2011,DC
808,693000,7/8/14,2,4,1650,1294,2,Good,Average,1911,2014,DC
809,655000,6/24/14,1.5,3,1344,1643,2,Average,Above Average,1925,0,DC
810,830000,3/6/15,3.5,4,1392,1161,2,Good,Above Average,1923,2005,DC
811,949700,4/24/15,1.5,2,1608,1758,2,Good,Good Quality,1900,2002,DC
813,700000,5/27/15,2,2,1472,913,2,Good,Average,1925,2005,DC
814,775000,1/22/15,3,3,1630,1408,2,Good,Above Average,1925,2013,DC
815,499000,4/10/15,1,2,917,1366,2,Good,Above Average,1920,2008,DC
817,650000,11/7/14,2.5,3,1294,1089,2,Very Good,Above Average,1910,2010,DC
819,793325,6/19/14,3.5,4,1356,1044,2,Very Good,Good Quality,1918,2014,DC
820,825000,7/2/14,2,3,1200,910,2,Good,Above Average,1926,2012,DC
821,515000,10/7/14,1,2,768,819,2,Good,Above Average,1912,2007,DC
822,525000,3/25/15,1,2,768,867,2,Good,Above Average,1912,2011,DC
823,570000,5/1/15,1,2,768,916,2,Good,Above Average,1912,2009,DC
824,699900,10/7/14,1.5,3,1365,1381,2,Very Good,Above Average,1911,2005,DC
825,549000,1/23/15,1.5,3,1040,1155,2,Good,Above Average,1900,2007,DC
827,743150,3/19/15,1.5,2,1488,1504,2,Good,Above Average,1908,2009,DC
828,1175000,5/4/15,3,4,1744,1204,2,Very Good,Above Average,1914,2011,DC
829,755000,5/23/14,2,4,1588,992,2,Good,Average,1908,2012,DC
830,695000,12/2/14,3,3,1512,1442,2,Good,Above Average,1900,2010,DC
831,565000,7/2/14,1.5,2,1230,968,2,Good,Above Average,1925,2008,DC
832,575000,5/5/14,3,3,1316,1033,2,Good,Good Quality,1912,2005,DC
833,763264,5/9/14,2.5,4,1020,1169,2,Good,Above Average,1915,2014,DC
834,1050000,9/23/14,3.5,4,1918,1260,2,Good,Good Quality,1903,2009,DC
835,808000,5/27/15,1.5,3,1280,1150,2,Good,Above Average,1915,2012,DC
836,874449,12/31/14,3,3,1766,812,2,Good,Good Quality,1905,2005,DC
837,808500,7/30/14,1.5,2,1374,1623,2,Average,Average,1887,2011,DC
838,785000,10/10/14,1.5,3,1320,1308,2,Good,Average,1878,2009,DC
839,702000,3/19/15,1.5,3,1428,1986,2,Good,Good Quality,1910,2005,DC
840,600000,6/20/14,2,2,1440,1260,2,Good,Above Average,1923,1979,DC
841,777500,7/29/14,3.5,4,1336,1260,2,Good,Above Average,1923,2014,DC
842,430000,6/13/14,1.5,2,1028,660,2,Average,Average,1900,2008,DC
843,906000,6/4/14,2.5,4,1668,1247,2,Good,Good Quality,1909,2008,DC
845,636300,9/23/14,3,3,1940,1800,2,Average,Above Average,1925,0,DC
846,875000,9/9/14,3.5,3,1620,2123,2,Good,Above Average,1917,2014,DC
848,565000,8/28/14,1.5,2,1062,1150,2,Good,Average,1900,2005,DC
849,605100,5/21/15,1,2,836,1452,1,Good,Average,1915,2013,DC
851,580000,8/25/14,2,2,702,587,2,Good,Average,1905,2005,DC
853,769900,6/4/14,3.5,3,1132,1104,2,Good,Above Average,1925,2014,DC
856,595000,8/12/14,1.5,2,1074,854,2,Good,Average,1912,2010,DC
857,518500,5/29/14,1,2,768,765,2,Good,Average,1912,2002,DC
858,861000,12/30/14,3.5,4,1656,1440,2,Very Good,Above Average,1916,2011,DC
859,692500,10/8/14,2.5,3,1388,1400,2,Good,Above Average,1923,2014,DC
860,510000,6/17/14,2,3,1400,1120,2,Average,Good Quality,1900,0,DC
862,1141000,6/5/14,3.5,4,2222,1737,2,Good,Good Quality,1908,2005,DC
863,875000,12/10/14,1.5,3,1917,2315,3,Good,Average,1900,2012,DC
864,811500,12/8/14,3.5,4,1606,2024,2,Good,Above Average,1922,2010,DC
865,540000,3/4/15,2,3,1140,1568,2,Average,Above Average,1911,0,DC
867,770000,7/18/14,2.5,3,1473,754,3,Good,Very Good,1910,2002,DC
869,449000,10/3/14,1,2,828,725,2,Good,Average,1925,2004,DC
871,635000,7/10/14,2,4,1798,2372,2,Average,Average,1964,0,DC
872,739000,8/20/14,2,3,1202,1176,2,Good,Above Average,1914,2005,DC
873,735000,8/21/14,3,3,1296,900,2,Good,Above Average,1913,2010,DC
874,602500,7/25/14,1,2,747,2088,2,Good,Average,1900,2014,DC
875,553000,4/27/15,1.5,2,1152,1152,2,Good,Average,1900,2015,DC
876,176307,11/5/14,1,3,1164,2526,2,Good,Average,1998,0,DC
877,579900,11/20/14,2,3,1288,1171,2,Average,Average,1900,2006,DC
883,960000,3/4/15,2.5,4,1478,1035,2,Good,Good Quality,1900,2013,DC
885,1250000,7/18/14,3.5,4,2266,1620,2,Very Good,Good Quality,1908,2010,DC
886,1175000,8/6/14,3.5,4,2184,1620,2,Good,Good Quality,1900,2005,DC
888,865000,10/27/14,2.5,3,1368,752,2,Good,Above Average,2004,0,DC
889,704055,8/27/14,3,3,1520,1805,2,Good,Above Average,1910,2014,DC
890,258935,11/21/14,2.5,3,1640,2024,2,Average,Above Average,1912,0,DC
891,592590,5/15/14,2.5,3,1600,1213,2,Good,Above Average,1912,2014,DC
892,590000,9/3/14,2,2,1116,900,2,Average,Above Average,1914,2000,DC
894,689000,5/30/14,2,3,1188,1758,2,Good,Above Average,1911,2009,DC
895,649900,12/11/14,2.5,3,1360,1123,2,Good,Above Average,1978,2008,DC
896,675000,12/23/14,2,3,1360,1122,2,Good,Above Average,1978,2010,DC
897,692500,5/9/14,2,3,978,876,2,Good,Above Average,1908,2014,DC
898,550000,5/22/14,1,2,900,814,2,Good,Average,1904,2005,DC
901,761500,6/5/14,2,2,1672,1851,2,Good,Good Quality,1910,2014,DC
902,780000,10/29/14,2.5,2,1504,1662,2,Good,Good Quality,1910,2014,DC
903,679000,2/25/15,1.5,3,1488,1120,2,Good,Good Quality,1910,2014,DC
904,729000,8/29/14,2,2,1480,1486,2,Very Good,Good Quality,1910,2006,DC
905,737000,5/29/14,2.5,3,1488,1664,2,Good,Good Quality,1910,2012,DC
906,595000,11/14/14,2,4,1304,1234,2,Good,Above Average,1925,1986,DC
907,825000,8/20/14,2.5,4,2080,1408,2,Good,Above Average,1909,2005,DC
909,605000,6/4/14,2,3,1155,649,3,Very Good,Average,1922,2007,DC
910,706000,2/4/15,3,4,1800,1800,2,Good,Above Average,1922,2014,DC
